Reviews,Rating
Wonderful experience ,5
Wonderful hotel,5
"Breathtaking views, courtesy of Pericles.",5
Beautiful Hotel!,5
The best Palace in Town,5
Timeless style and service,5
incredible hotel,5
Incredible,5
Glorious - couldn't fault it,5
A safe bet in Athens,4
Classic style and service - great location,5
Fabulous HoteL,5
Still tops in my book,5
The best of the best,5
A must experience in Athens,5
Very close to Excellent,4
Amazing view!,5
Best Athens Hotel ,5
One of the Grand Old hotels of Europe and in excellent condition !,5
A Very Nice Hotel,5
Great old classic,5
Grande is very appropriate,5
Best proposal at the Roof Garden,5
Charming and friendly,5
Excellent Hotel ,5
Top Class,5
Gorgeous!,5
We are tough graders and this one hit the mark,5
Excellent Hotel and Views,5
Not overly impressed,4
Top of the line!,5
Classic luxury and elegance,5
Grande dame of Athens...,5
Great hotel in a great location,5
"Fantastic property - Great location, rooms, breakfast and customer service!",5
Awesome Spa - Good Hotel & Lousy Service,3
Live it and Love It,5
Could hardly have been better,5
What a wonderful experience at Grande Bretange,5
Simply perfect,5
luxary,5
Sophisticated elegance with warm customer service that never fails.,5
Dream hotel,5
Luxurious Property,5
great visit,5
Very Comfortable Hotel,5
Both business and pleasre,5
Honeymoon suite!,5
Superb Location,5
Stunning View of Acropolis from Roof Top Restaurant,4
First Class,5
Truly Grande,5
THE Hotel!,5
Superb in every respect ,5
Superb hotel,5
Classical Elegance and Service-Top Shelf Stay,5
Amazing,5
"Exceptional, exceptional, exceptional!!",5
Gorgeous views from the roof restaurant,3
A luxury collection,5
Luxury at its best,5
"Fantastic Hotel, great location and history",5
Living Legend,5
Lovely Hotel,5
Dine on a rooftop terrace overlooking the Acropolis in the moonlight.,5
Rooftop restaurant / bar is magnificent,4
Great Experience!,5
Fabulous hotel....,5
"Lovely, but...",4
"Still splendid, but totally unacceptable internet situation for an hotel of this class",2
Stay in Luxury At The Grande Bretagne In The Middle of Everything,5
Anazing,5
"Classic, grand hotel in Athens",5
Great Location,5
Classic Elegant Hotel in central Athens,5
No WIFI????,4
Great location,4
Best Hotel in Athens  and Best location,5
Great Location,4
Incomparable service and elegance,5
Fabulous place to stay in Athens,5
Perfect Location for Visiting Athens,5
Would be perfect if our room had been bigger,3
Luxury in the center of Athens ,5
European-Style Classic,4
Amazing Rooftop Restaurant - Great Rooms - Average Service,4
Great five-star hotel,5
Classic and updated hotel with great location,5
A true 5 Star Hotel !!,5
Terrace Bar,5
Excellent hotel in an excellent location,5
Overpriced,3
Classic luxury,5
What a Great way to end my best vacation ever,5
Seen better days,1
Delightful stay in the heart of Athens,5
Great experience!!,5
Simply the best,5
Incredible location and views,5
Best Hotel in Athens,5
"True, Grand Old World Luxary",5
Classic luxury,4
Excellent,5
"Gorgeous antique iteriors, spacios halls, good service, stunning view at the breakfast",5
"As far as Athens goes, top notch",4
Nice Stay in Classic Old Hotel,4
Highest-Caliber Service and Luxury,5
One of the finest classic hotel bars ever visited.,4
Fantastic!,4
Like a dream!!,5
Fantastic rooms and perfectly maintained,5
Great escape,5
Grand Hotel,5
Perfect,5
Excellent place to stay in Athens.,5
VERY NICE HOTEL BUT PRICEY,4
The best hotel in Athens,5
"Exceptional service, location and facilities",5
Beautiful to look at from the outside....,5
"Athens, Greece",4
"Great location, rooms not great",4
Luxury,5
terrace-bar with a view ..,3
"Athens, Greece",5
Beauty and Grace in the heart of Athens,5
Poor check in...,1
Wonderful hotel,5
An indulgence for every sense.,5
Excellent Hotel in Athens,5
Consistant excelence,5
Outstanding 5-Star+ inHeart of Athens,5
Hotel Grande Bretagne lives up to the grand in its name,5
Absolutely top notch,5
Nothing New to Say - Amazing Stay,5
perfect,5
Luxury in the heart of Athens,5
Absolutely Perfect Service!,5
Tradition and location,5
Excellent City Hotel,5
A Luxury Hotel,5
"Beautiful, Perfect Stay and Breakfasts!!!",5
Luxury Collection indeed,5
Vacation in Athens ,5
Sumptuous but not perfect,4
Best hotel in Athens,5
One of the Most luxurious Hotels in Athens,5
A Grand Hotel,5
Luxury classic hotel ,4
Wonderful room,5
Such a great place to come back to for so many years.........,5
Wonderful hotel - great staff - and What A View!,5
Luxury in Athens,4
Luxurious,5
"Glorious past, glorious present...",5
They say it has a great view.,2
Great hotel in the heart of Athens...,5
Great Location - Outstanding Staff,5
Excellent service,5
Beautiful and IDEAL location,5
Very Beautiful,5
A real 5 star hotel in a sea of mediocrity,5
A Gem in the Center of Athens,5
Too expensive,2
Great location with awesome luxury,5
Perfect Location and Great Hotel,5
Beautiful,5
Still Excites me on each visit,5
Super experience ,5
Perfect location and a gorgeous hotel!,5
Excellent Hotel to experience Athens,5
True Luxury,5
Beautiful Rooms,5
5 Star with all you expect,4
Post cruise stay,3
Beautiful hotel but seems crowded with cruise groups,4
Great one night stay,5
The most amazing Hotel. Pure luxury!!,5
Lovely stay!,4
Excellent stay,5
Go to Athens to stay in this hotel,5
Great staff and facilities,4
Wonderful Hotel and top services,5
Excellent,4
One of our favorite hotels in the world,5
One of my favourite hotels,5
"Cool hotel, disappointing room",3
Oasis of comfort,5
Luxury indeed,5
Fabulous Hotel in Heart of Athens,5
One of the worlds great hotels!,5
"Beautiful Hotel, Great location, Great Staff",5
Fantastic location!,5
"Great hotel, great location and service",5
Best choice in Athens,5
Outstanding,5
Nice Hotel with Poor security,1
Athens hotel at its best,5
Very nice hotel with great central location,5
"Neo-classical property with great location, excellent customer service and facilities",5
"Grita hotel, Boeing te best te food.",4
Athens at its best,5
Very Elegant Hotel,5
Amazing,5
First Class All The Way,5
"Beautiful, Traditional hotel",5
Impeccable Service,5
Fantastic Hotel at the Center of Athens,5
"Since 1874, it remains the Grande Dame of Athens.",5
Grande Service but charging for WiFi in 2015?!,4
Central ,4
Great location - luxury hotel,4
Great Location with Awesome Service!,5
Great Location!,4
"Ignore all the recent press, go to Athens now and this lovely hotel!",5
Top class hotel with superb service,5
Pretty close to perfect!,5
Athens at its Best!,5
Perfect start to our Greek holiday,4
Fantastic hotel with a couple notes for improvement. ,4
"Great location, excellent service, amazing views ",4
Best Hotel in Athens,5
THE Place to Stay in Athens ,5
Excellent Experience!,5
Top Hotel in Athens,5
In the heart of Athens,4
Stunning!,5
Overlooking the Acropolis,5
Five star hotel all the way!,5
"History, beauty and elegance at its best",5
Centrally located and grand indeed...,5
EXCELLENT !,5
Over the Top,5
"Grand Hotel, Great Location but rooms tired",4
"Very good, but not excellent.",4
Room was not cleaned,3
Historic and Classy,5
A Grand Hotel!,5
"Beautiful hotel, great location",4
A Gem With a View of Old and New History,4
Grand living that feels like home,5
Elegant and comfortable one night stay.,4
Saved our honeymoon!,5
Wonderful location and great facilities,5
Great Hotel Outstanding Location,5
"Overall beautiful hotel, but if you are looking for attentive staff and fewer tourists look elsewhere",4
Very nice hotel!!!,5
Lap Of Luxury in the Heart of Athens,5
Great Views and Location,4
A wonderful luxurious stay in Athens,5
True Luxury and style!!,5
"Hotel Grande Bretagne, Luxury in Comfort,Views, and Location! Location! Location!!",5
Right in the heart of Athens with amazing views!,5
Exquisite! ,5
Thanks for the upgrade!,5
"Nice room, expensive WIFI and front desk is SLOW",3
5 Star Luxury Hotel in Athens,5
The Finest Hotel in Athens,5
"Great location, great service & plenty of history",5
Vacation,5
Grande Hotel in name only,3
Worth the Starwood Points!,5
Luxurious but limited in many ways,3
Luxury but ...,4
Great location,3
"Lovely hotel, but poor treatment unless you are dressed for the queen",3
Luxury Hotel in Athens!,5
For sure the best place in town,5
When Did You Last Pay for Wi-fi in a 5-Star Hotel?,3
Perfect spot for First time in Athens!,5
Luxury but . . .,4
A Wonderful Experience,5
Luxury in the shadow of history,5
Luxurious and welcoming,5
"Beautiful, Clean, & Excellent Customer Service",5
Truly a 5 Star Hotel!,5
Grace under pressure,5
Excellent hotel and wonderful stay,5
First Class all the way,5
Luxury in Athens,5
Perfectly Located with Excellent Service,5
Lovely - but not quite 5 stars,4
Top hotel in Athens,5
THE BEST hotel in Athens,5
Fantastic location! ,5
Grand Hotel,5
Fantastic stay at the best hotel in Athens,5
Claimed as the best in Athens and oldest in Greece,4
Elite Hotel Experience,5
wonderful,5
Alexander's Bar was awesome,5
"Second time, just as fabulous as i remember",5
Stunning hotel,5
Just a few minutes walk from the Plaka,4
No free wi-fi? Really?,4
The best hotel in Athens!,5
First Class Service,5
Once on a life time!,5
An epitome of Luxury in central Athens,4
Wonderful Luxury Hotel,5
"A great Hotel, Centrally located, with a beautiful view from the Garden Restaurant.",4
service does not match the price the charge.,2
Worse hotel experience ever!,1
Luxury hotel with excellent customer service,5
Great treat in Athens,5
Incompetent !,1
Unbelievably rude,2
5 star property with 1 star service,1
Romance blended with superb amenity.,5
Simply the Best,5
The rooftop view of the Acropolis has to be seen to be believed.,5
High end large hotel in good neighborhood,5
Almost Certainly The Best Hotel in Athens,5
Nice 2 night stay,4
The Best,5
A truly Grand hotel,5
Nice hotel very good location,4
A Perfect Choice,5
High occupancy stress.,3
Old World Charm,5
Oh yeah:-),5
Impressive,5
Que everywhere,2
Wow!!,5
" Good, but needs refurbishment ",4
Deserves its fame 100%,5
Luxury at its best,5
Truly grand,5
Fantastic,5
"Great Location, Great Views, Great Service",4
Fantastic Place,5
A Truly Grand Vacation,5
Absolutely brilliant,5
Expected more,3
Amazing Luxury Hotel,5
Wonderful stay in Athens,5
This is THE Place to stay in Athens,5
A Grand Old Lady in the best possible position,5
Old world charm in the heart of Athens,5
Old World Charm,5
Luxury in the city center ,5
Simply Excellent,5
Very disappointing ,2
Fantastic location ,5
Oasis of Luxury. Bravo,5
Truly luxury,5
Best hotel and location in Athens,5
Room with a view,5
Old World Luxury in the Heart of Athens,5
Grande decor only hides the cracks in the poor service,1
When you want to stay in a classic European hotel!,5
Spectacular Location,5
Great Central Location,4
Historic hotel of interest,4
Wonderful in every respect!,5
"Great Hotel, Great Location",5
You cant really find anything wrong!,5
So Good!,5
Best option in athens - spa is outstanding,5
Best hotel ever! The place to be in Athens!,5
Pure luxury,5
Luxury overlooking the Acropolis,5
Best Hotel in Europe,5
Athens with a View!,5
A perfect hotel,5
consistent - best of athens,5
Difficult to find better,5
Location and luxury.,4
One of the best 5 star hotels!,5
An amazing place to stay while in Athens,5
Top Class,5
5 star without a doubt,5
Christmas at Hotel Grande Bretagne,5
The best of the best,5
Weekend trip,5
Gorgeous Acropolis Views to go with Breakfast and Dinner,4
The Roof Top Restaurant is a Must,4
Sumptuous Luxury in the Heart of Athens,5
Your home away from home in Athens,5
"Gorgeous hotel, stunning views from balcony, centrally located, A++",5
elegant splendor in the heart of athens,5
Perfect stay,5
Perfect location ,5
Great Location,5
luxury hotel,5
could have been better,4
"Location, location, location!",5
Sheer bliss,5
Old style luxury with not enough heart in it,4
Expensive - but worth it!,4
Old style glamour in great location,4
Overpriced and poor service,3
Fantastic hotel!,5
luxury hotel in a non luxurious city,5
"Good interior, rooms and location",5
Awesome in Athens,5
Beautiful old style palace,4
A stunning hotel in the centre of the action,5
THE BEST!,5
Tips on One of the Best hotel in Athen,5
Immaculate service,5
Wonderful upscale hotel,5
Best hotel in Athens,5
Small rooms with good location,4
A truly elegant hotel,5
The Bar,5
Superb Service - ridiculously expensive incidentals e.g. food / wifi,5
luxury hotel,5
100% Luxury,5
Wonderful!,5
Amazing Hotel!,5
Spectacular!,5
Truly worthy of its reputation as one of the great hotels of Europe,5
Truly A Five Star Experience,5
True 5 star experience ,5
Great,4
A real treat!,5
First Class,5
It deserves its reputation as best hotel in Athens,5
Best that Athens has to offer!.,4
Stayed here last night... ahhh.....,5
Disappointing breakfast,4
Fantastic Hotel,5
Fabulous,5
Hotel Grande Bretagne SPA is HEAVENLY!,5
Still La Grande Dame,5
The best money can buy.....,5
Centrally Located Excellent Hotel,5
Wonderful Experience,5
It is like a palace,5
